phase,sponsor_type,enrollment_count,intervention_type,n_arms,has_dmc,allocation,masking,primary_purpose,n_primary_outcomes,n_secondary_outcomes,outcomes_ratio,n_locations,is_multicenter,has_us_site,n_collaborators,abandoned
PHASE2,INDUSTRY,210.0,DRUG,0,,RANDOMIZED,NONE,TREATMENT,1,0,0.0,1,0,1,0,0
PHASE2,NETWORK,,BIOLOGICAL,0,0.0,RANDOMIZED,NONE,TREATMENT,0,0,0.0,19,1,1,1,0
PHASE2,INDUSTRY,84.0,DRUG,3,0.0,RANDOMIZED,DOUBLE,TREATMENT,11,21,1.9090909090909092,29,1,1,0,0
PHASE4,OTHER,500.0,DRUG,2,1.0,RANDOMIZED,NONE,PREVENTION,1,3,3.0,1,0,0,0,0
NA,OTHER,223.0,DEVICE,2,0.0,RANDOMIZED,NONE,TREATMENT,1,1,1.0,2,1,0,0,0
NA,INDUSTRY,100.0,DEVICE,2,1.0,RANDOMIZED,DOUBLE,OTHER,2,4,2.0,7,1,0,0,0
PHASE1,INDUSTRY,40.0,DRUG,2,0.0,RANDOMIZED,NONE,TREATMENT,1,0,0.0,1,0,0,0,0
NA,OTHER,90.0,DIAGNOSTIC_TEST,2,0.0,RANDOMIZED,NONE,OTHER,2,4,2.0,1,0,0,3,0
PHASE2,OTHER,142.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,1,3,3.0,2,1,0,0,1
PHASE2,NIH,,DRUG,0,,RANDOMIZED,NONE,TREATMENT,0,0,0.0,0,0,0,2,0
NA,OTHER,386.0,BEHAVIORAL,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,9,9.0,1,0,0,0,0
PHASE4,OTHER,60.0,DRUG,2,0.0,RANDOMIZED,NONE,OTHER,1,3,3.0,1,0,1,2,0
NA,OTHER,90.0,PROCEDURE,2,0.0,RANDOMIZED,NONE,BASIC_SCIENCE,1,1,1.0,1,0,0,0,0
NA,INDUSTRY,135.0,DEVICE,2,0.0,RANDOMIZED,NONE,TREATMENT,1,6,6.0,12,1,1,2,0
PHASE1/PHASE2,OTHER,0.0,DRUG,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,1,1.0,1,0,1,0,1
PHASE1,INDUSTRY,78.0,DRUG,3,0.0,NON_RANDOMIZED,NONE,TREATMENT,2,6,3.0,12,1,0,0,0
NA,OTHER,122.0,PROCEDURE,2,0.0,RANDOMIZED,NONE,TREATMENT,1,0,0.0,1,0,0,0,0
NA,OTHER,115.0,DEVICE,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,1,1.0,1,0,0,0,0
NA,OTHER,72.0,DIETARY_SUPPLEMENT,2,0.0,RANDOMIZED,TRIPLE,TREATMENT,2,2,1.0,1,0,0,0,0
NA,OTHER,45.0,BEHAVIORAL,5,0.0,RANDOMIZED,SINGLE,PREVENTION,1,1,1.0,1,0,1,0,0
NA,OTHER,70.0,OTHER,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,4,4.0,1,0,0,1,0
NA,OTHER,40.0,OTHER,2,0.0,RANDOMIZED,SINGLE,TREATMENT,2,0,0.0,1,0,0,0,0
NA,OTHER,11.0,DIETARY_SUPPLEMENT,3,,RANDOMIZED,DOUBLE,BASIC_SCIENCE,1,5,5.0,1,0,0,0,0
NA,OTHER,422.0,DIETARY_SUPPLEMENT,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,1,1.0,1,0,0,0,0
PHASE1,INDUSTRY,30.0,DRUG,1,,NON_RANDOMIZED,NONE,TREATMENT,1,1,1.0,0,0,0,0,0
NA,INDUSTRY,63.0,DEVICE,2,0.0,NON_RANDOMIZED,SINGLE,TREATMENT,1,0,0.0,3,1,0,0,0
NA,OTHER,35.0,DEVICE,3,0.0,NON_RANDOMIZED,NONE,TREATMENT,2,10,5.0,1,0,1,0,0
NA,OTHER,55.0,DEVICE,2,,RANDOMIZED,DOUBLE,BASIC_SCIENCE,3,1,0.3333333333333333,1,0,0,0,1
NA,OTHER_GOV,56.0,PROCEDURE,2,,RANDOMIZED,NONE,TREATMENT,2,1,0.5,1,0,0,0,0
PHASE3,OTHER,26.0,DRUG,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,1,10,10.0,1,0,0,1,0
PHASE4,OTHER,16.0,DRUG,3,0.0,RANDOMIZED,SINGLE,DIAGNOSTIC,2,0,0.0,1,0,1,1,0
NA,FED,166.0,DIETARY_SUPPLEMENT,2,0.0,RANDOMIZED,TRIPLE,PREVENTION,1,1,1.0,3,1,1,6,0
PHASE2,INDUSTRY,2.0,DRUG,4,,RANDOMIZED,NONE,TREATMENT,1,1,1.0,0,0,0,0,1
PHASE3,INDUSTRY,4050.0,BIOLOGICAL,2,1.0,RANDOMIZED,DOUBLE,PREVENTION,2,4,2.0,4,1,0,4,0
NA,OTHER,52.0,PROCEDURE,2,,RANDOMIZED,TRIPLE,TREATMENT,1,0,0.0,0,0,0,0,0
PHASE3,OTHER,80.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,3,3.0,1,0,0,0,0
PHASE1,INDUSTRY,84.0,DRUG,6,0.0,RANDOMIZED,TRIPLE,TREATMENT,2,2,1.0,1,0,1,0,0
NA,OTHER,24.0,OTHER,2,0.0,RANDOMIZED,SINGLE,TREATMENT,5,1,0.2,1,0,0,0,0
PHASE1,INDUSTRY,68.0,DRUG,2,1.0,NON_RANDOMIZED,NONE,TREATMENT,1,2,2.0,3,1,1,0,0
PHASE3,INDUSTRY,404.0,DRUG,4,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,16,16.0,0,0,0,0,0
NA,OTHER,2200.0,PROCEDURE,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,1,0,0.0,79,1,1,2,0
NA,OTHER_GOV,84.0,OTHER,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,3,3.0,4,1,0,2,0
NA,OTHER,675.0,BEHAVIORAL,5,1.0,RANDOMIZED,SINGLE,PREVENTION,4,0,0.0,1,0,1,1,0
PHASE4,OTHER,10.0,OTHER,2,1.0,RANDOMIZED,NONE,TREATMENT,1,1,1.0,0,0,0,0,0
PHASE2,INDUSTRY,134.0,BIOLOGICAL,2,1.0,RANDOMIZED,TRIPLE,TREATMENT,1,33,33.0,23,1,0,0,0
PHASE4,INDUSTRY,590.0,BIOLOGICAL,2,0.0,RANDOMIZED,SINGLE,PREVENTION,2,15,7.5,1,0,0,0,0
NA,OTHER,420.0,OTHER,2,0.0,RANDOMIZED,NONE,SUPPORTIVE_CARE,1,0,0.0,1,0,0,0,0
NA,OTHER,1447.0,OTHER,2,,RANDOMIZED,NONE,PREVENTION,1,4,4.0,1,0,0,5,0
PHASE1,OTHER,8.0,BIOLOGICAL,2,1.0,RANDOMIZED,DOUBLE,PREVENTION,2,0,0.0,1,0,1,0,0
PHASE2/PHASE3,OTHER,1208.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,15,27,1.8,7,1,0,0,0
PHASE2/PHASE3,OTHER,200.0,DRUG,2,1.0,NON_RANDOMIZED,NONE,TREATMENT,1,2,2.0,1,0,0,4,0
NA,OTHER,22.0,DEVICE,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,6,6.0,0,0,0,0,0
NA,OTHER,94.0,OTHER,2,0.0,RANDOMIZED,SINGLE,PREVENTION,5,0,0.0,1,0,0,0,0
NA,OTHER_GOV,6.0,DRUG,2,0.0,RANDOMIZED,TRIPLE,PREVENTION,1,1,1.0,1,0,1,0,1
NA,OTHER,236.0,OTHER,2,1.0,RANDOMIZED,SINGLE,HEALTH_SERVICES_RESEARCH,3,2,0.6666666666666666,2,1,0,2,0
PHASE1,INDUSTRY,17.0,DRUG,3,0.0,RANDOMIZED,DOUBLE,TREATMENT,2,1,0.5,1,0,1,0,1
NA,OTHER,80.0,OTHER,2,1.0,RANDOMIZED,SINGLE,TREATMENT,1,0,0.0,0,0,0,0,0
NA,OTHER,34.0,OTHER,2,,NON_RANDOMIZED,NONE,PREVENTION,1,0,0.0,2,1,1,2,0
PHASE1,INDUSTRY,30.0,DRUG,3,0.0,RANDOMIZED,NONE,TREATMENT,6,2,0.3333333333333333,1,0,0,0,0
PHASE3,INDUSTRY,494.0,DRUG,3,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,2,0,0.0,30,1,1,0,0
PHASE4,OTHER,25.0,DRUG,3,1.0,RANDOMIZED,DOUBLE,BASIC_SCIENCE,1,1,1.0,1,0,0,1,0
NA,OTHER,10.0,PROCEDURE,3,0.0,RANDOMIZED,DOUBLE,BASIC_SCIENCE,1,1,1.0,1,0,0,1,0
NA,OTHER,,BEHAVIORAL,0,,RANDOMIZED,NONE,UNKNOWN,1,1,1.0,1,0,1,1,0
NA,OTHER,40.0,OTHER,3,1.0,RANDOMIZED,NONE,TREATMENT,3,0,0.0,1,0,0,0,0
PHASE1,OTHER,38.0,BIOLOGICAL,5,,NON_RANDOMIZED,NONE,PREVENTION,4,0,0.0,1,0,0,0,1
NA,OTHER,124.0,BEHAVIORAL,3,0.0,RANDOMIZED,NONE,PREVENTION,7,0,0.0,1,0,1,5,0
PHASE4,OTHER,126.0,DRUG,2,0.0,RANDOMIZED,NONE,TREATMENT,2,6,3.0,1,0,0,0,0
PHASE1/PHASE2,INDUSTRY,6.0,GENETIC,3,0.0,NON_RANDOMIZED,NONE,TREATMENT,1,1,1.0,0,0,0,1,0
PHASE1,OTHER,10.0,DRUG,2,0.0,NON_RANDOMIZED,NONE,TREATMENT,1,3,3.0,1,0,1,0,0
PHASE2,NIH,9.0,DRUG,1,0.0,NON_RANDOMIZED,NONE,TREATMENT,1,5,5.0,1,0,1,0,0
PHASE1,OTHER,0.0,DRUG,4,0.0,RANDOMIZED,QUADRUPLE,BASIC_SCIENCE,1,13,13.0,1,0,0,0,1
PHASE2,INDUSTRY,425.0,BIOLOGICAL,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,3,31,10.333333333333334,105,1,1,0,0
NA,OTHER,80.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,2,1,0.5,2,1,0,0,0
NA,OTHER,26.0,OTHER,2,0.0,RANDOMIZED,NONE,DIAGNOSTIC,1,0,0.0,1,0,1,0,0
PHASE1,INDIV,20.0,DIETARY_SUPPLEMENT,2,0.0,RANDOMIZED,TRIPLE,UNKNOWN,1,10,10.0,1,0,0,1,0
NA,OTHER,6750.0,OTHER,2,1.0,RANDOMIZED,NONE,OTHER,1,4,4.0,1,0,0,6,0
NA,OTHER,108.0,DEVICE,2,1.0,RANDOMIZED,TRIPLE,PREVENTION,1,4,4.0,1,0,0,0,0
NA,OTHER,50.0,OTHER,2,0.0,RANDOMIZED,NONE,TREATMENT,1,0,0.0,1,0,1,0,0
PHASE4,OTHER,80.0,DRUG,2,0.0,RANDOMIZED,DOUBLE,PREVENTION,1,6,6.0,1,0,0,0,0
NA,OTHER,698.0,BEHAVIORAL,4,1.0,RANDOMIZED,NONE,PREVENTION,1,0,0.0,1,0,0,0,0
NA,INDUSTRY,60.0,DIETARY_SUPPLEMENT,5,0.0,RANDOMIZED,NONE,BASIC_SCIENCE,2,1,0.5,1,0,0,1,0
NA,OTHER,190.0,BEHAVIORAL,2,1.0,RANDOMIZED,DOUBLE,SUPPORTIVE_CARE,1,0,0.0,1,0,1,1,0
PHASE4,OTHER,159.0,DRUG,3,0.0,RANDOMIZED,TRIPLE,TREATMENT,1,1,1.0,1,0,0,0,0
NA,OTHER,62.0,DEVICE,3,0.0,RANDOMIZED,SINGLE,SUPPORTIVE_CARE,1,5,5.0,1,0,0,1,0
PHASE1,OTHER,12.0,DRUG,1,1.0,NON_RANDOMIZED,NONE,TREATMENT,1,4,4.0,1,0,1,1,0
PHASE2/PHASE3,OTHER,90.0,DIETARY_SUPPLEMENT,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,1,1.0,1,0,0,0,0
PHASE2,INDUSTRY,299.0,DRUG,4,1.0,RANDOMIZED,TRIPLE,TREATMENT,1,1,1.0,1,0,1,0,0
PHASE2,INDUSTRY,38.0,DRUG,3,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,5,0,0.0,26,1,1,0,0
NA,OTHER,112.0,BEHAVIORAL,2,0.0,RANDOMIZED,SINGLE,SUPPORTIVE_CARE,4,2,0.5,1,0,0,0,0
PHASE3,OTHER,42.0,DRUG,2,1.0,RANDOMIZED,NONE,PREVENTION,1,3,3.0,1,0,0,1,0
NA,OTHER,500.0,PROCEDURE,2,1.0,RANDOMIZED,NONE,PREVENTION,1,16,16.0,1,0,0,1,0
NA,NIH,54.0,BEHAVIORAL,3,0.0,RANDOMIZED,QUADRUPLE,SUPPORTIVE_CARE,1,7,7.0,1,0,1,0,0
NA,OTHER,541.0,OTHER,2,0.0,RANDOMIZED,DOUBLE,HEALTH_SERVICES_RESEARCH,1,10,10.0,4,1,1,1,0
NA,INDUSTRY,68.0,DEVICE,2,0.0,RANDOMIZED,TRIPLE,SUPPORTIVE_CARE,2,0,0.0,1,0,1,0,0
NA,OTHER,105.0,DEVICE,2,0.0,RANDOMIZED,NONE,PREVENTION,1,2,2.0,2,1,1,1,0
PHASE4,OTHER,2.0,DEVICE,2,0.0,NON_RANDOMIZED,NONE,TREATMENT,1,8,8.0,1,0,1,0,1
NA,INDUSTRY,7.0,BIOLOGICAL,1,1.0,NON_RANDOMIZED,NONE,TREATMENT,2,2,1.0,2,1,0,0,1
PHASE2,OTHER,32.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,1,1.0,7,1,0,0,0
PHASE4,INDUSTRY,120.0,BIOLOGICAL,2,0.0,NON_RANDOMIZED,NONE,PREVENTION,3,2,0.6666666666666666,1,0,0,0,0
NA,OTHER,40.0,BEHAVIORAL,2,0.0,RANDOMIZED,NONE,HEALTH_SERVICES_RESEARCH,1,0,0.0,1,0,1,1,0
PHASE4,OTHER,,DRUG,0,,RANDOMIZED,DOUBLE,TREATMENT,2,0,0.0,1,0,0,0,0
NA,OTHER,70.0,OTHER,2,,RANDOMIZED,SINGLE,OTHER,5,0,0.0,1,0,0,0,0
NA,OTHER,38.0,OTHER,2,,RANDOMIZED,SINGLE,OTHER,2,0,0.0,1,0,0,0,0
PHASE1,INDUSTRY,97.0,DRUG,2,0.0,NON_RANDOMIZED,NONE,BASIC_SCIENCE,4,0,0.0,1,0,0,0,0
NA,OTHER,22.0,DEVICE,2,0.0,RANDOMIZED,SINGLE,OTHER,1,2,2.0,1,0,0,0,0
PHASE2,NIH,,DRUG,0,,RANDOMIZED,NONE,TREATMENT,0,0,0.0,34,1,1,0,0
NA,OTHER,10.0,BEHAVIORAL,0,0.0,NON_RANDOMIZED,NONE,PREVENTION,1,1,1.0,1,0,1,0,0
PHASE1,OTHER,12.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,BASIC_SCIENCE,1,4,4.0,1,0,0,3,0
PHASE4,OTHER,41.0,DRUG,2,1.0,RANDOMIZED,TRIPLE,TREATMENT,1,1,1.0,0,0,0,0,0
NA,OTHER,2.0,PROCEDURE,2,1.0,RANDOMIZED,SINGLE,TREATMENT,1,5,5.0,9,1,0,0,1
NA,OTHER,2000.0,OTHER,2,,NON_RANDOMIZED,NONE,TREATMENT,1,1,1.0,1,0,1,2,0
PHASE3,OTHER,15.0,DRUG,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,5,5.0,0,0,0,0,0
PHASE2/PHASE3,INDUSTRY,448.0,DEVICE,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,1,7,7.0,1,0,0,0,0
PHASE1/PHASE2,OTHER,32.0,DEVICE,5,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,3,3.0,2,1,0,0,0
NA,OTHER,31.0,OTHER,2,0.0,RANDOMIZED,NONE,SUPPORTIVE_CARE,2,0,0.0,0,0,0,0,0
NA,OTHER,20.0,OTHER,2,,NON_RANDOMIZED,NONE,TREATMENT,23,2,0.08695652173913043,1,0,0,0,0
PHASE4,OTHER,30.0,DRUG,2,0.0,RANDOMIZED,NONE,SUPPORTIVE_CARE,1,10,10.0,1,0,0,1,0
PHASE1,INDUSTRY,24.0,DRUG,2,,NON_RANDOMIZED,NONE,TREATMENT,16,27,1.6875,1,0,0,0,0
PHASE4,NETWORK,127.0,OTHER,3,0.0,RANDOMIZED,SINGLE,TREATMENT,2,4,2.0,2,1,0,1,0
PHASE3,INDUSTRY,123.0,DRUG,4,0.0,RANDOMIZED,SINGLE,TREATMENT,1,0,0.0,2,1,0,0,0
PHASE2/PHASE3,OTHER,76.0,DEVICE,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,2,2.0,1,0,0,4,0
PHASE3,OTHER,,BEHAVIORAL,0,,RANDOMIZED,SINGLE,TREATMENT,1,1,1.0,1,0,1,0,0
PHASE4,OTHER,90.0,DRUG,2,0.0,RANDOMIZED,SINGLE,TREATMENT,2,0,0.0,1,0,0,0,0
PHASE4,OTHER,85.0,DRUG,2,0.0,RANDOMIZED,NONE,PREVENTION,3,1,0.3333333333333333,1,0,1,0,0
PHASE2,INDUSTRY,126.0,DRUG,2,,RANDOMIZED,DOUBLE,TREATMENT,1,21,21.0,46,1,1,0,0
NA,OTHER,18.0,BEHAVIORAL,4,0.0,RANDOMIZED,NONE,TREATMENT,2,1,0.5,1,0,1,0,0
NA,OTHER,,DRUG,0,,RANDOMIZED,DOUBLE,UNKNOWN,1,1,1.0,1,0,1,0,0
NA,OTHER,36.0,DRUG,0,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,5,5.0,1,0,0,0,0
PHASE1,INDUSTRY,47.0,DRUG,3,0.0,RANDOMIZED,NONE,BASIC_SCIENCE,3,0,0.0,1,0,1,0,0
NA,OTHER,174.0,DIAGNOSTIC_TEST,3,1.0,NON_RANDOMIZED,SINGLE,DIAGNOSTIC,1,0,0.0,1,0,0,0,0
NA,OTHER,36.0,BEHAVIORAL,2,1.0,RANDOMIZED,NONE,PREVENTION,11,0,0.0,1,0,1,0,0
PHASE2,NIH,0.0,BIOLOGICAL,2,,RANDOMIZED,DOUBLE,PREVENTION,2,2,1.0,0,0,0,1,1
NA,OTHER,136.0,PROCEDURE,4,0.0,RANDOMIZED,NONE,DIAGNOSTIC,1,1,1.0,1,0,0,0,1
PHASE1,INDUSTRY,20.0,DRUG,5,0.0,RANDOMIZED,NONE,TREATMENT,14,7,0.5,1,0,0,0,0
PHASE2,INDUSTRY,53.0,DRUG,1,0.0,NON_RANDOMIZED,NONE,TREATMENT,1,5,5.0,13,1,1,1,0
PHASE2,INDUSTRY,2.0,DRUG,3,0.0,RANDOMIZED,NONE,TREATMENT,1,0,0.0,18,1,1,0,1
NA,OTHER,0.0,BEHAVIORAL,2,0.0,RANDOMIZED,NONE,SUPPORTIVE_CARE,1,4,4.0,1,0,0,0,1
NA,OTHER,24.0,DEVICE,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,5,3,0.6,1,0,0,0,0
NA,OTHER,78.0,OTHER,2,0.0,RANDOMIZED,DOUBLE,OTHER,1,4,4.0,1,0,0,0,0
NA,OTHER,130.0,PROCEDURE,2,,RANDOMIZED,NONE,TREATMENT,1,1,1.0,1,0,0,0,0
NA,OTHER,1.0,OTHER,2,0.0,RANDOMIZED,SINGLE,SUPPORTIVE_CARE,2,0,0.0,1,0,1,1,0
PHASE1,INDUSTRY,38.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,14,14.0,1,0,0,0,0
NA,OTHER,28.0,BEHAVIORAL,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,2,2,1.0,1,0,1,2,0
NA,OTHER,40.0,DRUG,2,,RANDOMIZED,NONE,TREATMENT,1,5,5.0,1,0,0,0,0
PHASE1,OTHER,20.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,1,3,3.0,3,1,1,1,0
NA,OTHER,250.0,BEHAVIORAL,2,1.0,RANDOMIZED,SINGLE,PREVENTION,1,3,3.0,1,0,1,0,0
PHASE2,INDUSTRY,46.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,BASIC_SCIENCE,5,16,3.2,12,1,1,0,0
PHASE4,OTHER,15.0,PROCEDURE,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,1,7,7.0,1,0,0,0,0
PHASE3,OTHER,120.0,BEHAVIORAL,0,1.0,RANDOMIZED,NONE,PREVENTION,1,2,2.0,1,0,0,0,0
NA,OTHER,169.0,BEHAVIORAL,2,1.0,RANDOMIZED,NONE,TREATMENT,2,0,0.0,1,0,1,0,0
NA,OTHER,248.0,BEHAVIORAL,3,,RANDOMIZED,NONE,PREVENTION,1,0,0.0,1,0,0,1,0
PHASE1,INDUSTRY,63.0,DRUG,9,0.0,NON_RANDOMIZED,NONE,TREATMENT,3,1,0.3333333333333333,0,0,0,1,0
PHASE2,INDUSTRY,,DRUG,0,,RANDOMIZED,DOUBLE,TREATMENT,1,1,1.0,0,0,0,0,0
PHASE2,INDUSTRY,357.0,DRUG,5,1.0,RANDOMIZED,TRIPLE,TREATMENT,1,13,13.0,190,1,1,0,0
NA,OTHER,0.0,PROCEDURE,4,1.0,RANDOMIZED,NONE,TREATMENT,2,38,19.0,0,0,0,1,1
NA,OTHER,151.0,DRUG,4,0.0,NON_RANDOMIZED,SINGLE,TREATMENT,1,1,1.0,1,0,0,0,0
NA,OTHER,404.0,OTHER,3,1.0,RANDOMIZED,NONE,HEALTH_SERVICES_RESEARCH,3,0,0.0,9,1,1,0,0
NA,OTHER,97.0,OTHER,3,0.0,RANDOMIZED,SINGLE,SUPPORTIVE_CARE,1,2,2.0,1,0,0,0,0
NA,OTHER,230.0,BEHAVIORAL,4,1.0,RANDOMIZED,SINGLE,TREATMENT,2,5,2.5,1,0,1,2,0
PHASE2/PHASE3,OTHER,26.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,5,5.0,1,0,0,0,0
NA,OTHER,70.0,OTHER,2,1.0,RANDOMIZED,DOUBLE,SUPPORTIVE_CARE,1,2,2.0,1,0,0,0,0
NA,OTHER,20.0,OTHER,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,0,0.0,1,0,0,1,0
PHASE3,INDUSTRY,606.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,12,12.0,368,1,1,0,0
NA,OTHER,58.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,1,1,1.0,1,0,0,0,0
NA,OTHER,264.0,PROCEDURE,2,0.0,RANDOMIZED,NONE,TREATMENT,2,2,1.0,1,0,0,0,0
PHASE4,OTHER,0.0,DRUG,3,0.0,NON_RANDOMIZED,NONE,BASIC_SCIENCE,1,1,1.0,0,0,0,1,1
PHASE3,INDUSTRY,124.0,DRUG,2,,RANDOMIZED,DOUBLE,TREATMENT,1,4,4.0,1,0,0,0,0
PHASE1,INDUSTRY,18.0,DRUG,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,1,1.0,1,0,1,0,0
NA,OTHER,60.0,OTHER,2,0.0,RANDOMIZED,NONE,PREVENTION,1,0,0.0,1,0,0,0,0
NA,OTHER,30.0,BEHAVIORAL,2,1.0,RANDOMIZED,SINGLE,SUPPORTIVE_CARE,2,1,0.5,1,0,0,0,0
PHASE3,INDUSTRY,503.0,DRUG,2,,RANDOMIZED,QUADRUPLE,TREATMENT,1,0,0.0,32,1,0,0,0
PHASE1,INDUSTRY,60.0,BIOLOGICAL,12,0.0,RANDOMIZED,TRIPLE,OTHER,1,6,6.0,1,0,1,0,0
NA,OTHER,466.0,OTHER,2,0.0,RANDOMIZED,NONE,SUPPORTIVE_CARE,1,13,13.0,1,0,0,2,0
NA,OTHER,300.0,PROCEDURE,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,2,2,1.0,1,0,0,0,0
NA,OTHER,42.0,OTHER,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,0,0.0,1,0,1,0,0
NA,OTHER,445.0,BEHAVIORAL,2,1.0,RANDOMIZED,NONE,HEALTH_SERVICES_RESEARCH,6,10,1.6666666666666667,6,1,1,1,0
NA,OTHER,100.0,DEVICE,2,0.0,RANDOMIZED,DOUBLE,PREVENTION,1,3,3.0,1,0,0,0,0
NA,OTHER,30.0,DEVICE,3,0.0,RANDOMIZED,NONE,TREATMENT,5,4,0.8,2,1,0,0,0
PHASE2,OTHER,588.0,DRUG,6,1.0,RANDOMIZED,DOUBLE,TREATMENT,1,2,2.0,1,0,0,1,0
NA,OTHER,88.0,OTHER,4,1.0,RANDOMIZED,DOUBLE,OTHER,1,5,5.0,1,0,1,1,0
NA,OTHER,291.0,BEHAVIORAL,2,0.0,RANDOMIZED,SINGLE,TREATMENT,2,2,1.0,1,0,1,1,0
NA,OTHER,757.0,DEVICE,2,0.0,RANDOMIZED,NONE,DIAGNOSTIC,2,1,0.5,1,0,0,0,0
NA,OTHER,360.0,BEHAVIORAL,2,0.0,RANDOMIZED,SINGLE,TREATMENT,3,8,2.6666666666666665,2,1,0,2,0
NA,OTHER,965.0,OTHER,3,0.0,RANDOMIZED,NONE,DIAGNOSTIC,2,26,13.0,3,1,0,2,0
NA,OTHER,46.0,DEVICE,2,1.0,RANDOMIZED,NONE,DIAGNOSTIC,1,6,6.0,2,1,0,0,0
PHASE4,OTHER,97.0,PROCEDURE,2,0.0,NON_RANDOMIZED,DOUBLE,TREATMENT,1,1,1.0,1,0,0,1,0
NA,OTHER,25.0,DRUG,2,1.0,RANDOMIZED,SINGLE,BASIC_SCIENCE,10,1,0.1,1,0,0,0,0
NA,OTHER,20.0,OTHER,2,,RANDOMIZED,NONE,TREATMENT,2,2,1.0,1,0,0,0,0
NA,OTHER,11197.0,OTHER,12,0.0,RANDOMIZED,NONE,HEALTH_SERVICES_RESEARCH,1,5,5.0,1,0,0,2,0
PHASE1,INDUSTRY,19.0,DRUG,0,,RANDOMIZED,DOUBLE,PREVENTION,1,2,2.0,0,0,0,0,0
PHASE3,OTHER,389.0,DRUG,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,1,9,9.0,6,1,0,0,0
NA,OTHER,22.0,BEHAVIORAL,2,1.0,RANDOMIZED,NONE,HEALTH_SERVICES_RESEARCH,5,3,0.6,1,0,0,1,0
PHASE1,INDUSTRY,24.0,DRUG,0,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,1,1.0,1,0,1,1,1
NA,OTHER,80.0,DEVICE,4,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,0,0.0,0,0,0,0,0
PHASE2/PHASE3,OTHER,12.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,2,2.0,1,0,1,1,1
NA,OTHER,233.0,BEHAVIORAL,2,0.0,RANDOMIZED,NONE,PREVENTION,12,26,2.1666666666666665,1,0,1,0,0
NA,OTHER,60.0,BEHAVIORAL,3,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,1,1.0,1,0,1,0,0
NA,OTHER,32.0,OTHER,4,0.0,NON_RANDOMIZED,NONE,BASIC_SCIENCE,3,0,0.0,1,0,1,0,0
NA,OTHER,60.0,OTHER,2,0.0,RANDOMIZED,DOUBLE,HEALTH_SERVICES_RESEARCH,4,1,0.25,4,1,0,4,0
PHASE1,INDUSTRY,34.0,DRUG,2,0.0,NON_RANDOMIZED,NONE,TREATMENT,2,2,1.0,0,0,0,0,0
NA,OTHER,180.0,BEHAVIORAL,2,0.0,RANDOMIZED,SINGLE,PREVENTION,1,4,4.0,1,0,1,1,0
PHASE2,INDUSTRY,31.0,DIETARY_SUPPLEMENT,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,2,7,3.5,1,0,0,0,0
